relative_path	bytes	sha256
benchmarks/exports/evaluation_window_scans/avalanche_octane_1p53m_edge_case_window_class_summary.csv	1484	296f22f030d7b0321f272c1725f79353542f30c23f682f760a2a524f4e1ec002
benchmarks/exports/evaluation_window_scans/avalanche_octane_1p53m_edge_case_window_thresholds.csv	2257	3c7afb1a421dcef70f813176ea09a2803c3dd1422ab242f5cfe8e5d8816212db
benchmarks/exports/evaluation_window_scans/avalanche_octane_1p53m_edge_case_windows_all.csv	25841854	9f86a9c1a7c77c4a7058d2362eb1f3ca2d87ddb125443f218542a6362a5a0ab8
benchmarks/exports/evaluation_window_scans/avalanche_octane_1p53m_edge_case_windows_class_members.csv	10244897	76c602932306f98995d57c6187f31b7aa3741d685f828b45e60c8b8be9c341c0
benchmarks/exports/evaluation_window_scans/avalanche_octane_1p53m_edge_case_windows_recommended.csv	77384	1b7d8508892c6890e3f86a1fc057cc1e8c0be125892618febb02fc3f9bde7920
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_block300_quartile_window_quartile_summary.csv	672	609c6f1969c2023a57c266cc1da492f7254c0782e15a84e7495848fe934aebcd
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_block300_quartile_windows_all.csv	11625571	da8ddc2723c52994c0b14fc2e8bdc8a5e119cf17b63c5917cf7361200cd8381e
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_block300_quartile_windows_recommended.csv	77979	95f8212295785419af4f7bf7ab305096eaf3624f59cc02a39b9fd84333c9f1d6
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_block300_quartile_windows_selected_source.csv	77979	95f8212295785419af4f7bf7ab305096eaf3624f59cc02a39b9fd84333c9f1d6
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_block_count_quartile_window_quartile_summary.csv	648	277c11433c315d415220e0f72d870f415af3763778a738e9be8663ab9ce5c206
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_block_count_quartile_windows_all.csv	2941460	81136c90fa77238cff27aad7e4d437c5b0b7ef33d0e7c38af13438c28e177003
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_block_count_quartile_windows_recommended.csv	79179	e83744a7f2d228b75d812be521b12437e69ead5e6e17efd53230949620d8d87b
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_block_count_quartile_windows_selected_source.csv	79179	e83744a7f2d228b75d812be521b12437e69ead5e6e17efd53230949620d8d87b
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_edge_case_window_class_summary.csv	1484	d18be380c960f49240ef81aeee9023f5474bf93ab2e39f21b0120ffb2b0ea9ee
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_edge_case_window_thresholds.csv	2358	0fcca44c8f9bc2db8122e64b716f37eb8610bec38cf65be1c72baea699b19972
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_edge_case_windows_all.csv	10289262	a5ae7efab3cd71afdc0f479b7d6e128bcc1cd2b54191c92e69643bc0b5bcee2d
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_edge_case_windows_class_members.csv	4015499	5351d8e1646c3bf268194303fa44f240f4bf4bfc143658dc4af88b7b0c6598b7
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_edge_case_windows_recommended.csv	76911	aab4d6722d3edafb2e004d527e83ab8daecb8c8c16d1a3aeff5b9fae4b9f1002
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_wall_clock_quartile_window_quartile_summary.csv	1691	0adc71b12fe63bd57c724783dddb512b72acdf04b7dabbb304c87f6882b2db1d
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_wall_clock_quartile_windows_all.csv	10564929	0936699684da0f6f79ebc4ff80b7ed9eff9ba7ae24de6cfd55b9e4685493287c
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_wall_clock_quartile_windows_recommended.csv	74544	85787412d77884e218df00861fa3b67f311dc9e875c01ef5abc506f77b75b2d9
benchmarks/exports/evaluation_window_scans/avalanche_octane_large_lstm_wall_clock_quartile_windows_selected_source.csv	79476	7d3564724e50920769567e43ad3a9b15d4011706ba6fcc27dd6639762f27727b
benchmarks/exports/evaluation_window_scans/avalanche_windows.csv	14641982	aa5d00a714ff1609b79a53a10c6839415a9702635c7af7436b8559e8a6285cb3
benchmarks/exports/evaluation_window_scans/avalanche_windows.parquet	4392089	2e7ac9838a1c474491b92c12fe02bd6fcb1213a64955897787be7cde76d726b8
benchmarks/exports/evaluation_window_scans/ethereum_pectra_24h_windows.csv	136326	03f16d418c7109e35b10814eafa4a086978de55537fec8540507e13cf975dd46
benchmarks/exports/evaluation_window_scans/ethereum_pectra_current_evaluated_windows_rule_check.csv	2324	dfbbad6fceb30e05f9de5f4e04bf67c87a3a0da01697b78e0aad130b08ba37ed
benchmarks/exports/evaluation_window_scans/ethereum_pectra_current_five_rule_check.csv	1050	38d8f05c1dab3c81c240074f2fbeb264d5d8fbd1013757009f4a23dee3622a74
benchmarks/exports/evaluation_window_scans/ethereum_pectra_edge_case_current_evaluated_windows_rule_check.csv	2324	dfbbad6fceb30e05f9de5f4e04bf67c87a3a0da01697b78e0aad130b08ba37ed
benchmarks/exports/evaluation_window_scans/ethereum_pectra_edge_case_window_class_summary.csv	1634	c834956b40bcf5f9cc564cda11e25ae0a22eed5300d483ae9d11160bec6e8f5d
benchmarks/exports/evaluation_window_scans/ethereum_pectra_edge_case_window_thresholds.csv	2457	0b843a4e935080981fea8a3f35128ef4aff943a53d163a3a3a52fd32117b1851
benchmarks/exports/evaluation_window_scans/ethereum_pectra_edge_case_windows_all.csv	11847313	2bca1b483cac82785cb0db10286249cd82c54b8a1b3224b8456d16208802d2fc
benchmarks/exports/evaluation_window_scans/ethereum_pectra_edge_case_windows_class_members.csv	3909540	c250b8956d7929af88868bb0edd5ad74883a11de902552067fc78d43035b0805
benchmarks/exports/evaluation_window_scans/ethereum_pectra_edge_case_windows_recommended.csv	87882	a0cfe0c221b5f2a7dd2ee5ae9bdb765d6642b2bc81da871843aca7ba118da39c
benchmarks/exports/evaluation_window_scans/ethereum_pectra_high_base_fee_level_24h_candidates.csv	2311	a723307514b47873d975e067212013c67b7d530c71349876ec557d969981af88
benchmarks/exports/evaluation_window_scans/ethereum_pectra_high_volatility_24h_candidates.csv	2156	bfc40917c56b80acdbb2b8ad8eb749ed42fe96cf5f88340e75e5faa7aa76eeaf
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_block300_quartile_window_quartile_summary.csv	655	c51a0355474db7420ed6211ba2d34d57bcdb75c83bcd775c0abcdee36c593810
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_block300_quartile_windows_all.csv	1369786	3196b1d68e8555ec695029047ca3a106b700d7af2025bd45e25deb4f334d6625
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_block300_quartile_windows_recommended.csv	77173	aad5dda824b6f5cacbb6ebd5690d6107fb37ddf8f3fddc38a31b1e1b1c0f9e38
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_block300_quartile_windows_selected_source.csv	77173	aad5dda824b6f5cacbb6ebd5690d6107fb37ddf8f3fddc38a31b1e1b1c0f9e38
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_block_count_quartile_window_quartile_summary.csv	637	715dbe8aae6741cc1fb0757811ed8a19a9a362207477e0ab9669dfa19691d524
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_block_count_quartile_windows_all.csv	346849	b8d06c672f385aaa41f5977b735cacf0fdd73c983ba121d732e8995ec532cea2
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_block_count_quartile_windows_recommended.csv	78336	6f3ec1b3dfca9fef2180f876380b1aff3095e756dc07d7a639d47a5b1eb614c0
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_block_count_quartile_windows_selected_source.csv	78336	6f3ec1b3dfca9fef2180f876380b1aff3095e756dc07d7a639d47a5b1eb614c0
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_edge_case_current_evaluated_windows_rule_check.csv	2323	8aaa7333a081871601b04178e0910f62bdb747683da580e8b71c51daa9180329
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_edge_case_window_class_summary.csv	1634	9af4bbcf89a3c0760584c7b1a15167d43fee404b2e9ce485b6098ff7ffde0c3b
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_edge_case_window_thresholds.csv	2490	6706775afe18f19c9c7440fe0b0b094d4d3c5f467db43daf8b47e3b766761a0d
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_edge_case_windows_all.csv	14551918	0eec3210a7715360cbc2b41d94efb1d382c992c42f95f9d7c7947484d50f62c5
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_edge_case_windows_class_members.csv	4835553	25f9c0f187bb4715f293c7057f9c3987fede26e4387e18f3a4e4c58209fdc06b
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_edge_case_windows_recommended.csv	89156	6d79347569f753457c4e6e1a190cd64b7e5e5b484bdb9838d0834b2d51420d7f
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_wall_clock_quartile_window_quartile_summary.csv	1763	203829f9ca7c873d22d51c32aee58e6cd716aaa34e4c05c848226d6cae466ba5
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_wall_clock_quartile_windows_all.csv	13440752	7a668339e00af925906dd5a61e6c59a886b42846c6abf02b2d1f8a51613b38c4
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_wall_clock_quartile_windows_recommended.csv	72794	00465ad9161704e73fd99b4bb6f470c231e65eeaf70cb13335d00630ccf80ac8
benchmarks/exports/evaluation_window_scans/ethereum_pectra_jun20_wall_clock_quartile_windows_selected_source.csv	77726	fcfef7df5447c29d10b482903032a65d3faec147c0ec654d8c476746ec017680
benchmarks/exports/evaluation_window_scans/ethereum_pectra_low_base_fee_level_24h_candidates.csv	2241	f4579890a3dd24a3168ae395791df94451ce6c9e25aee0ab6b3a3573c6e714fc
benchmarks/exports/evaluation_window_scans/ethereum_pectra_low_volatility_24h_candidates.csv	2290	a6dcd64ba4345fdf94e77cee0dd764cc342caac4d26aa0cd79d407eca5240a63
benchmarks/exports/evaluation_window_scans/polygon_bhilai_1p53m_edge_case_window_class_summary.csv	1484	758f7413172715fbec5b05771b8f4ffc09a3605c3fd7749c9ca2997d01f6765d
benchmarks/exports/evaluation_window_scans/polygon_bhilai_1p53m_edge_case_window_thresholds.csv	2242	7e131cf384e8ea61d1f362b825e64275ce496cd0477aed093db0f05cf030c27d
benchmarks/exports/evaluation_window_scans/polygon_bhilai_1p53m_edge_case_windows_all.csv	19011782	358d6cbde238a06c14ca15c39854b693c8eb184c1639652a77dc93f1abeac736
benchmarks/exports/evaluation_window_scans/polygon_bhilai_1p53m_edge_case_windows_class_members.csv	7478137	1b89b29d96c81c0831e380c1465f292632b09125568bb22a0e9fc8399b236725
benchmarks/exports/evaluation_window_scans/polygon_bhilai_1p53m_edge_case_windows_recommended.csv	77113	fb8b0eb11e10b6eb747d8b3b3966f4b7d5cedc2673a50eda54f1e8f5d6cf9937
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_block300_quartile_window_quartile_summary.csv	670	094e5d4be8fd4f803055bd6c62b1a0022299172626e94b57fb25ae867901f796
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_block300_quartile_windows_all.csv	6637023	debe47ccb0a7f4f3add08820a54cccf5933c6ffac026c442105dbc6d9d250f97
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_block300_quartile_windows_recommended.csv	76856	ea9934d5a1289d78c5435fe5c2cc143462343348dea9d5a2569d7a81fb3fbcef
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_block300_quartile_windows_selected_source.csv	76856	ea9934d5a1289d78c5435fe5c2cc143462343348dea9d5a2569d7a81fb3fbcef
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_block_count_quartile_window_quartile_summary.csv	655	33ec4f307d3444ac3453cbc31499f7d2a056832b5db2c3193ad417189d2202bd
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_block_count_quartile_windows_all.csv	1675305	69789a8bb541d23ed2a1a95ca3d3f283be7577187c146a048b79e596bd9192fa
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_block_count_quartile_windows_recommended.csv	77699	ddbbd1fb5b87cf991d9d31c66cd51bd4ac00e83dd7a1b00718709dc36d3903a3
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_block_count_quartile_windows_selected_source.csv	77699	ddbbd1fb5b87cf991d9d31c66cd51bd4ac00e83dd7a1b00718709dc36d3903a3
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_edge_case_window_class_summary.csv	1484	2c14a0e35490817b60bcb3fd7d75641dad4cc511ec3ae43bf30bdf484a709834
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_edge_case_window_thresholds.csv	2277	4ddcb7ad5d00c6666d238da46cb3db8de7a5e9625d30f2d81079038dd3bb65ad
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_edge_case_windows_all.csv	10449630	953e1125f67b8ec5e8af3267952db59a3eda35e52208bf840cf5ac1ac38d8e0b
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_edge_case_windows_class_members.csv	4357950	c6b05fcd6f75e9a18880cebc7c460fc374e2454bf718bf5b4a7d9e1197d3abc5
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_edge_case_windows_recommended.csv	75732	deedf83cc9917a21bccda2183da0535746feccf11b3544b803d81deddbfca892
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_wall_clock_quartile_window_quartile_summary.csv	1691	045a54a54585744f074961deb41dbeb0003f67a3c6e5f3225b71637edab0bae5
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_wall_clock_quartile_windows_all.csv	10735130	79e15197c8a98ce45a8e4fd1a89ca31b9c1482332ca9c3d855837ab89086de5b
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_wall_clock_quartile_windows_recommended.csv	73197	c47917eec776d80210e0153bf60541a5b90333f8e22bb69e840abea7390f88d6
benchmarks/exports/evaluation_window_scans/polygon_bhilai_large_lstm_wall_clock_quartile_windows_selected_source.csv	78129	4f0899147056dc79eb97a229f01a8003259144f5bf78676367b6aa43a9d295f5
benchmarks/exports/evaluation_window_scans/polygon_congestion_candidates.csv	5321	3b54adefdb73616ad93ead5b1bc98d919d99e845bf1d34154a3810154efeca5e
benchmarks/exports/evaluation_window_scans/polygon_high_fee_candidates.csv	5220	95a369f6600c339587cd731a084155b6d302400a754b584f0570e9fa575e9483
benchmarks/exports/evaluation_window_scans/polygon_high_vol_candidates.csv	5113	1c5a130055431b5e5ea6c4b267b902704614bfb38d33ae5f1c64302edd59a057
benchmarks/exports/evaluation_window_scans/polygon_hourly.csv	2144253	c4b887185abb51be7a58a74cedb8171a9eed3c5b02dda4bf0fb695f01800c55e
benchmarks/exports/evaluation_window_scans/polygon_hourly.parquet	609839	6a1f144a487d906c4267dbb5702d75581876da55ab961481e3dca1417b8aa529
benchmarks/exports/evaluation_window_scans/polygon_low_fee_candidates.csv	5059	49d822e06297d8ccf8304de8207e3a7385ff96e58580c9e6ebe2e686a3af92bc
benchmarks/exports/evaluation_window_scans/polygon_low_vol_candidates.csv	5234	1d8cc2df69b175d705df6466ce4465a2b5123b840dcbba1e74a39f63c0f4b81e
benchmarks/exports/evaluation_window_scans/polygon_windows.csv	11580261	fb695eb814ce658c728b7acccbd9e58a5a70fd0a90f75a6ee0471260c17e517d
benchmarks/exports/evaluation_window_scans/polygon_windows.parquet	3346986	b13070ca0e3befda8109185e368a54fa7d947e6fc49f67971b70a51db133d7e2
benchmarks/exports/lstm_36s_block300_quartile_correlations.csv	1433	35ffe9099c70a0de103eedf7f4bc4baf517ea9f4b0ae0eee0a0743ca2707613f
benchmarks/exports/lstm_36s_block300_quartile_joined.csv	311886	b4bd11d7458ba2da61f7715e1d1281d1326d942f2bf37b1382c82547a3302ff8
benchmarks/exports/lstm_36s_block300_quartile_report.md	5364	63575c9e6dacca00b6c628aeecfd6fc80b22d33f7f771658e6c16b3716a93ba4
benchmarks/exports/lstm_36s_block300_quartile_summary.csv	7479	fa031caf429b012b833c3593ded81cc30291da88692ce2efe23661762fc98d4e
benchmarks/exports/lstm_36s_block_count_quartile_correlations.csv	1443	293b055d98fdbe8d55c5fd85576f364061ab37305013d145ada5be7b56f51f4f
benchmarks/exports/lstm_36s_block_count_quartile_joined.csv	316849	b8738fb91a58fde0a745c0c7584bd467ab30458a6d9bbc9cbed88e539604b4b8
benchmarks/exports/lstm_36s_block_count_quartile_report.md	5430	ec7931bd4dca4e2cb21bd1e93d39897543ee988bb9ad4ada355b6c7e76ce568e
benchmarks/exports/lstm_36s_block_count_quartile_summary.csv	7501	ba3c64800479afe4c3813962b258c8eb156c89f5d7aabc6ce85afffade2285b4
benchmarks/exports/lstm_36s_edge_case_all_chains_joined.csv	376726	fa504b6470fa0025404bd49438cefd8d9db8d6fe986553add59bdba1e970bba5
benchmarks/exports/lstm_36s_edge_case_cross_chain_summary.csv	4422	d95cb463b1ff6e3ae985b9e77615cbc645c2a7626a47a3edcd8741e18e0362ac
benchmarks/exports/lstm_36s_edge_case_current_pearson_correlations.csv	2330	693d28eb9d99e473879f277a7e5158461ee3f5b3ede1754c0344022e6acda8c8
benchmarks/exports/lstm_36s_edge_case_current_preliminaries.md	2581	827d751822698d7c930294d6a466296d030b62e1e877d77a9090f62ade490037
benchmarks/exports/lstm_36s_large_polygon_avalanche_edge_eval_20260622T091628Z.csv	211708	e163479930483401d4aad7c36e10f17b7c56d4658897cc08d5b41de0143f5f01
benchmarks/exports/lstm_36s_wall_clock_quartile_correlations.csv	1394	ccddc8dbef972cc65687278833cc448b1bbde8587724236632297fd0406f43b0
benchmarks/exports/lstm_36s_wall_clock_quartile_joined.csv	282846	5d5e76b13e3c11edf01fc0c67c84bcd174934b705710ceb2b1ed3d699bff55f5
benchmarks/exports/lstm_36s_wall_clock_quartile_report.md	5674	590a9d39aeed79609c5e838083633066817d61db3792773092f031584746c21c
benchmarks/exports/lstm_36s_wall_clock_quartile_summary.csv	7403	d94b3bda9bfd8defcca2be27e8d0a5f11a5112951d49a0f95ff2f42d6538ab7f
benchmarks/exports/lstm_edge_case_methodology.md	3041	bda7d08e0138d00926396288d50a3ce4e899257e4e4c5646fd1873555a8e7ef1
benchmarks/exports/lstm_training_block_fee_stats.csv	2879	30b73e82cc1312e98126b99f30f8c5d1678dee6e7ab5d785275032ec41908efa
benchmarks/exports/matched_lstm_36s_training_fee_stats.csv	2867	55453321167ae584cee34398160507f260a5692e25ab428811b1a13f1f728e1c
benchmarks/exports/polygon_bhilai_large_lstm_block300_quartile_fee_level_bulk.csv	47226	4cc3d0c18780dbcb23c6405edb20db93646e3d725ca76fcbb4e6443de0b893de
benchmarks/exports/polygon_bhilai_large_lstm_block300_quartile_fee_level_outliers.csv	2341	c23abaf693df1c855c1bb3c866898f927f40b6127a195427d16df5346f154e26
benchmarks/exports/polygon_bhilai_large_lstm_block300_quartile_joined.csv	103761	6998b245fa36caff2870f0502e13be06a72b75157230c7da84eca401e24a1bd6
benchmarks/exports/polygon_bhilai_large_lstm_block300_quartile_volatility_profit_bulk.csv	50900	957d7e75b761db92aa51e800eb90d2a3350c1bb5b283e5fae8ee1389f657dba1
benchmarks/exports/polygon_bhilai_large_lstm_block300_quartile_volatility_profit_outliers.csv	862	50936bb330e04d37fe7b4aab150b3ad7a047c0b221a00412ceb0a139bb236b7f
benchmarks/exports/polygon_bhilai_large_lstm_block_count_quartile_fee_level_bulk.csv	47989	cb81130471761a297751f144d9a10a3aa1a8da0f99952235259edae9e99cb9c2
benchmarks/exports/polygon_bhilai_large_lstm_block_count_quartile_fee_level_outliers.csv	2351	65348a61a29487340991f69be27af5643b8a36820ff0a3f649e87d46e1b0b5ed
benchmarks/exports/polygon_bhilai_large_lstm_block_count_quartile_joined.csv	105456	47cf1893029130214582026bfeea848c12a2c697072a23b0edc422d2bee76024
benchmarks/exports/polygon_bhilai_large_lstm_block_count_quartile_volatility_profit_bulk.csv	52206	a9bbc3ad2052e78124cdf0a606456b0855588b65c07c69c8f7e92f601d32a76b
benchmarks/exports/polygon_bhilai_large_lstm_block_count_quartile_volatility_profit_outliers.csv	672	c67d5536fb448ee9dde49b40adfc8e0e7186fc410a0cda51f8b57d9a2cdb8932
benchmarks/exports/polygon_bhilai_large_lstm_edge_case_lstm_36s_joined.csv	124761	c01a9c034c1f92e830fdfebb9fe32ce73e50be8754fe55a3bd9d584cec4cb126
benchmarks/exports/polygon_bhilai_large_lstm_wall_clock_quartile_joined.csv	94085	be7a666c0683a49f5cab2e2ca0f07a3323caa38af153de42d5ba2e71b5dd9921
benchmarks/figures/avalanche_octane_large_lstm_block300_quartile_accuracy_vs_base_fee.pdf	37033	f504fd8cda96c17de6a955941ae53fe9d5a7a626a0a889200018b85062e9d911
benchmarks/figures/avalanche_octane_large_lstm_block300_quartile_accuracy_vs_base_fee.png	134870	dbe6b34c289278467d233531a028096886157d71bac5cea1f63ad589513d2cd4
benchmarks/figures/avalanche_octane_large_lstm_block300_quartile_accuracy_vs_base_fee.svg	144697	3a770dde270b37919b1f0f16b11968bba5b7c3600b74c95a1b43ac37f30cf33e
benchmarks/figures/avalanche_octane_large_lstm_block300_quartile_accuracy_vs_base_fee_volatility.pdf	37293	2ac59a33a574a3c6aedda85d76f503d1fb8c359f6f693f8af550c29195de0c1f
benchmarks/figures/avalanche_octane_large_lstm_block300_quartile_accuracy_vs_base_fee_volatility.png	128592	064ca3f15abaf771d037f95c752985aeb4afe9bc7fc41cd62c5d14192b67dcab
benchmarks/figures/avalanche_octane_large_lstm_block300_quartile_accuracy_vs_base_fee_volatility.svg	136854	441f6a856ee28082dc903c4a5ee37047e2b9c68d859bb467e2de76d5f25f1d07
benchmarks/figures/avalanche_octane_large_lstm_block300_quartile_profit_vs_base_fee.pdf	38447	26baf0d9ac2e151245d38dab95d835d5f0a02fcceb68fef85995344f2fc18c45
benchmarks/figures/avalanche_octane_large_lstm_block300_quartile_profit_vs_base_fee.png	127258	d12f845904381e8e00b0f253fba30758276437b84b81a741e938343cfab18fd0
benchmarks/figures/avalanche_octane_large_lstm_block300_quartile_profit_vs_base_fee.svg	144582	5664c9fccb4ed413e1f2889302d0f75c36117c6e8cebfe774f2af20b4435f22e
benchmarks/figures/avalanche_octane_large_lstm_block300_quartile_profit_vs_base_fee_volatility.pdf	38564	f7cfcf6987a23f1f1c357e77534ab47334909e5d8a12715dbfef37c1f2364f90
benchmarks/figures/avalanche_octane_large_lstm_block300_quartile_profit_vs_base_fee_volatility.png	126541	73a8dc642c26904f45bee82d15eefb54cc021d39bf859aa0744f5bf5384831f1
benchmarks/figures/avalanche_octane_large_lstm_block300_quartile_profit_vs_base_fee_volatility.svg	134001	c38a0a3a34297efc83be1932275dc97e785984093548f0567553939af507b1a3
benchmarks/figures/avalanche_octane_large_lstm_block_count_quartile_accuracy_vs_base_fee.pdf	37198	faf4785a54485144dd07766c74dfbb03c9c0aa9ca64ec2f582bd70ba231a995e
